City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
288,Pangnirtung,CA,2022-01-22 21:28:59,66.1451,-65.7125,-1.17,89,100,6.26
289,Grindavik,IS,2022-01-22 21:29:00,63.8424,-22.4338,32.47,100,100,21.85
290,Ellensburg,US,2022-01-22 21:29:00,46.9965,-120.5479,46.02,73,0,1.01
291,Nelson Bay,AU,2022-01-22 21:29:00,-32.7167,152.15,75.0,78,45,1.99
292,Cabedelo,BR,2022-01-22 21:28:12,-6.9811,-34.8339,81.27,66,0,10.07
293,Constitucion,CL,2022-01-22 21:29:00,-35.3333,-72.4167,66.92,69,7,10.56
294,Zhezkazgan,KZ,2022-01-22 21:29:01,47.8043,67.7144,13.73,95,91,4.45
295,Portadown,GB,2022-01-22 21:29:01,54.4241,-6.4412,45.21,95,100,6.87
296,Emba,KZ,2022-01-22 21:29:02,48.8264,58.1442,-0.54,95,56,5.75
297,San Francisco Del Mar,MX,2022-01-22 21:29:02,16.2333,-94.65,78.46,61,0,29.01
298,Kaitangata,NZ,2022-01-22 21:29:02,-46.2817,169.8464,57.92,58,65,10.04
299,Trofors,NO,2022-01-22 21:29:03,65.5333,13.4063,43.95,100,100,28.9
300,Ginir,ET,2022-01-22 21:29:03,7.1333,40.7,57.85,25,94,6.11
301,Alice Springs,AU,2022-01-22 21:29:04,-23.7,133.8833,76.55,83,3,9.22
302,Santa Cruz,BO,2022-01-22 21:29:04,-17.8,-63.1667,87.85,58,40,12.66
303,Galveston,US,2022-01-22 21:29:04,29.3669,-94.9669,57.22,43,0,1.99
304,Shu,KZ,2022-01-22 21:29:05,43.5983,73.7614,31.5,80,100,4.65
305,Carutapera,BR,2022-01-22 21:29:05,-1.195,-46.02,79.57,80,94,6.11
306,Svetlyy,RU,2022-01-22 21:29:05,54.675,20.1347,33.85,78,100,14.27
307,Vardo,NO,2022-01-22 21:29:05,70.3705,31.1107,27.23,83,100,37.33
308,Makakilo City,US,2022-01-22 21:29:06,21.3469,-158.0858,79.12,58,40,6.91
309,Rio Grande,BR,2022-01-22 21:29:06,-32.035,-52.0986,80.71,86,51,9.17
310,Alta Floresta,BR,2022-01-22 21:29:07,-9.8756,-56.0861,81.7,84,97,3.2
311,Caraballeda,VE,2022-01-22 21:29:08,10.6112,-66.8522,84.36,68,59,11.56
312,Lorengau,PG,2022-01-22 21:29:08,-2.0226,147.2712,81.03,79,96,5.41
313,Ballina,AU,2022-01-22 21:29:09,-28.8667,153.5667,66.38,96,75,12.66
314,Coquimbo,CL,2022-01-22 21:29:09,-29.9533,-71.3436,67.73,63,0,13.8
315,Hirara,JP,2022-01-22 21:29:09,24.8,125.2833,69.96,90,98,25.12
316,Oranjemund,NA,2022-01-22 21:29:10,-28.55,16.4333,82.99,52,100,19.01
317,Namatanai,PG,2022-01-22 21:29:10,-3.6667,152.4333,80.06,80,18,1.41
318,Manoel Urbano,BR,2022-01-22 21:29:10,-8.8389,-69.2597,79.9,87,95,3.22
319,Seymchan,RU,2022-01-22 21:29:11,62.8833,152.4333,-46.57,99,93,0.47
320,Bonavista,CA,2022-01-22 21:29:11,48.6499,-53.1147,17.6,64,18,2.1
321,Charters Towers,AU,2022-01-22 21:29:11,-20.1,146.2667,71.89,82,48,9.4
322,Port Augusta,AU,2022-01-22 21:27:50,-32.5,137.7667,72.72,79,80,11.41
323,Boueni,YT,2022-01-22 21:29:12,-12.9025,45.0761,82.38,77,100,23.8
324,The Valley,AI,2022-01-22 21:29:11,18.217,-63.0578,78.94,69,40,13.8
325,Callaway,US,2022-01-22 21:30:12,30.153,-85.5699,48.0,76,100,12.66
326,Buala,SB,2022-01-22 21:30:12,-8.145,159.5921,84.6,75,25,8.37
327,Kholbon,RU,2022-01-22 21:30:13,51.8833,116.25,-17.3,100,60,0.2
328,Akdepe,TM,2022-01-22 21:30:13,42.0551,59.3788,19.4,91,26,5.44
329,Raudeberg,NO,2022-01-22 21:30:13,61.9875,5.1352,46.87,87,100,10.0
330,Blagoyevo,RU,2022-01-22 21:30:14,63.3667,47.9167,-3.96,100,45,3.04
331,Akonolinga,CM,2022-01-22 21:30:14,3.7667,12.25,68.5,40,99,1.16
332,Meulaboh,ID,2022-01-22 21:30:14,4.1363,96.1285,75.49,88,39,3.58
333,Dingle,PH,2022-01-22 21:30:15,10.9995,122.6711,73.17,95,30,7.11
334,Matara,LK,2022-01-22 21:30:15,5.9485,80.5353,71.47,88,82,3.8
335,Mbanza-Ngungu,CD,2022-01-22 21:30:16,-5.25,14.8667,68.95,91,100,0.49
336,Alofi,NU,2022-01-22 21:30:16,-19.0595,-169.9187,82.29,83,66,11.5
337,Coahuayana,MX,2022-01-22 21:30:16,18.7333,-103.6833,87.28,51,29,6.73
338,Hofn,IS,2022-01-22 21:30:16,64.2539,-15.2082,37.0,98,91,9.71
339,Puerto Madero,MX,2022-01-22 21:30:17,14.7208,-92.4215,89.8,45,0,9.22
340,Gat,IL,2022-01-22 21:30:17,31.61,34.7642,52.92,100,8,8.48
341,Goose Creek,US,2022-01-22 21:30:17,32.981,-80.0326,41.22,84,40,3.0
342,Ahuimanu,US,2022-01-22 21:30:18,21.4447,-157.8378,80.31,65,20,3.0
343,Mayo,US,2022-01-22 21:30:18,38.8876,-76.5119,34.21,42,0,5.01
344,Istria,RO,2022-01-22 21:30:19,44.5667,28.7167,25.97,51,37,8.84
345,Barabai,ID,2022-01-22 21:30:19,-2.5833,115.3833,73.22,92,77,1.72
346,Portland,US,2022-01-22 21:27:09,45.5234,-122.6762,52.16,78,20,1.99
347,Panzhihua,CN,2022-01-22 21:30:19,26.5851,101.7128,43.43,75,50,1.3
348,Varkaus,FI,2022-01-22 21:30:20,62.3153,27.873,23.11,98,96,1.99
349,Pierre,US,2022-01-22 21:30:09,44.3683,-100.351,49.28,40,100,3.0
350,Xining,CN,2022-01-22 21:30:20,36.6167,101.7667,21.31,95,95,0.45
351,Gazli,UZ,2022-01-22 21:30:20,40.1333,63.45,31.37,65,1,5.68
352,Isangel,VU,2022-01-22 21:30:21,-19.55,169.2667,84.65,73,13,7.31
353,Wanaka,NZ,2022-01-22 21:30:21,-44.7,169.15,61.11,65,35,5.99
354,Aklavik,CA,2022-01-22 21:30:21,68.2191,-135.0107,-4.97,77,75,12.66
355,Alugan,PH,2022-01-22 21:30:22,12.2188,125.4808,78.1,83,91,9.55
356,Vila Franca Do Campo,PT,2022-01-22 21:30:22,37.7167,-25.4333,61.2,66,63,6.29
357,Hobyo,SO,2022-01-22 21:30:22,5.3505,48.5268,77.29,77,89,20.98
358,Ures,MX,2022-01-22 21:30:23,29.4333,-110.4,72.7,29,0,16.53
359,Vestmannaeyjar,IS,2022-01-22 21:30:23,63.4427,-20.2734,35.24,99,100,5.99
360,Ordzhonikidze,KZ,2022-01-22 21:30:23,52.4411,61.7408,-6.75,100,94,5.35
361,Les Cayes,HT,2022-01-22 21:30:24,18.2,-73.75,78.8,73,59,7.14
362,Zhigansk,RU,2022-01-22 21:30:24,66.7697,123.3711,-7.87,99,100,14.99
363,Port Shepstone,ZA,2022-01-22 21:30:24,-30.7414,30.455,74.07,72,98,10.6
364,Jiblah,YE,2022-01-22 21:30:25,13.9216,44.1467,56.43,73,25,2.08
365,Tommot,RU,2022-01-22 21:30:25,58.9564,126.2925,4.89,94,100,6.73
366,Guangyuan,CN,2022-01-22 21:30:25,32.442,105.823,41.31,88,100,5.17
367,Touros,BR,2022-01-22 21:30:26,-5.1989,-35.4608,83.3,69,2,11.92
368,Talnakh,RU,2022-01-22 21:30:26,69.4865,88.3972,13.21,95,100,12.17
369,Walvis Bay,NA,2022-01-22 21:30:26,-22.9575,14.5053,74.35,78,97,11.5
370,Bridgewater,CA,2022-01-22 21:30:27,44.3835,-64.5155,20.88,80,100,1.99
371,Faya,SA,2022-01-22 21:30:27,18.3851,42.4509,51.91,44,74,7.4
372,Baturyn,UA,2022-01-22 21:31:28,51.3457,32.8779,9.36,99,87,2.71
373,Valentin Gomez Farias,MX,2022-01-22 21:31:28,28.2167,-106.5833,57.78,27,100,11.07
374,Mabay,PH,2022-01-22 21:31:28,6.0577,124.4666,77.0,85,100,3.8
375,Ada,US,2022-01-22 21:31:29,43.4166,-116.1262,36.28,77,40,14.0
376,Kenosha,US,2022-01-22 21:31:29,42.5667,-88.0501,31.87,49,0,16.11
377,Berbera,SO,2022-01-22 21:31:30,10.4396,45.0143,76.28,77,91,4.5
378,Opole Lubelskie,PL,2022-01-22 21:31:30,51.1478,21.969,31.26,95,58,12.84
379,Gurupa,BR,2022-01-22 21:31:30,-1.405,-51.64,80.46,74,85,3.29
380,Miraflores,MX,2022-01-22 21:31:31,19.2167,-98.8083,68.41,36,33,7.63
381,Darhan,MN,2022-01-22 21:31:31,49.4867,105.9228,-0.33,99,100,0.13
382,Deputatskiy,RU,2022-01-22 21:31:31,69.3,139.9,-7.15,97,100,4.34
383,Sarkand,KZ,2022-01-22 21:31:32,45.41,79.9186,17.85,57,7,8.48
384,Wicklow,IE,2022-01-22 21:31:33,53.0,-6.4167,39.63,92,95,1.43
385,Camacari,BR,2022-01-22 21:31:33,-12.6975,-38.3242,83.97,76,18,7.58
386,Camana,PE,2022-01-22 21:31:34,-16.6228,-72.7111,73.31,83,100,8.34
387,Wilmington,US,2022-01-22 21:27:49,34.2257,-77.9447,37.31,82,20,10.36
388,Weligama,LK,2022-01-22 21:31:34,5.9667,80.4167,71.8,87,84,3.76
389,Phan Thiet,VN,2022-01-22 21:26:54,10.9333,108.1,69.96,88,8,4.07
390,Masterton,NZ,2022-01-22 21:31:35,-40.9597,175.6575,67.95,49,1,4.72
391,Yabelo,ET,2022-01-22 21:31:35,4.8833,38.0833,63.63,30,84,15.75
392,Wanning,CN,2022-01-22 21:31:35,18.8003,110.3967,70.23,93,76,3.83
393,Rawdon,CA,2022-01-22 21:30:10,46.0501,-73.7159,4.41,97,100,2.26
394,Whitehorse,CA,2022-01-22 21:29:33,60.7161,-135.0538,39.97,60,40,12.66
395,Borovoy,RU,2022-01-22 21:31:36,55.4333,86.0833,-8.32,84,100,0.0
396,Dombarovskiy,RU,2022-01-22 21:31:36,50.7587,59.5386,0.01,98,98,5.26
397,Maldonado,UY,2022-01-22 21:31:37,-34.6667,-54.9167,79.99,91,14,13.02
398,Valparaiso,CL,2022-01-22 21:27:47,-33.0393,-71.6273,82.04,39,0,18.41
399,Salinas,US,2022-01-22 21:30:48,36.6777,-121.6555,68.52,30,0,0.0
400,Beisfjord,NO,2022-01-22 21:31:37,68.3751,17.5988,43.25,99,100,14.65
401,Osa,RU,2022-01-22 21:31:37,57.2829,55.4567,1.47,99,100,3.13
402,Kamenka,RU,2022-01-22 21:31:38,51.3223,42.7678,17.74,94,100,5.17
403,Luderitz,NA,2022-01-22 21:31:38,-26.6481,15.1594,81.64,56,100,6.85
404,Kishi,NG,2022-01-22 21:31:38,9.0833,3.85,77.43,19,3,5.01
405,Porbandar,IN,2022-01-22 21:31:39,21.6422,69.6093,63.97,53,0,13.98
406,Bamnet Narong,TH,2022-01-22 21:31:39,15.4992,101.6897,75.7,74,63,2.04
407,Srednekolymsk,RU,2022-01-22 21:31:40,67.45,153.6833,-41.44,99,98,5.99
408,Comodoro Rivadavia,AR,2022-01-22 21:31:40,-45.8667,-67.5,80.46,19,40,21.85
409,Suntar,RU,2022-01-22 21:31:40,62.1444,117.6319,-10.89,99,10,4.41
410,Kuytun,RU,2022-01-22 21:31:41,54.3419,101.5036,8.65,96,100,4.63
411,Stornoway,GB,2022-01-22 21:31:41,58.2093,-6.3865,49.96,92,100,4.0
412,Vrangel,RU,2022-01-22 21:31:41,42.7297,133.0839,18.97,43,84,5.99
413,Preeceville,CA,2022-01-22 21:31:42,51.95,-102.6677,0.86,93,99,4.45
414,Pangody,RU,2022-01-22 21:31:42,65.85,74.4859,8.4,96,100,7.74
415,Ahipara,NZ,2022-01-22 21:31:43,-35.1667,173.1667,71.53,59,96,8.05
416,Lagoa,PT,2022-01-22 21:32:43,39.05,-27.9833,58.44,58,100,8.68
417,Naze,JP,2022-01-22 21:32:43,28.3667,129.4833,60.01,82,100,19.51
418,Mangrol,IN,2022-01-22 21:32:44,21.1167,70.1167,63.09,61,0,15.17
419,Wagar,SD,2022-01-22 21:32:44,16.1525,36.2032,68.31,61,19,11.81
420,Husavik,IS,2022-01-22 21:32:44,66.0449,-17.3389,35.51,73,89,11.92
421,La Ronge,CA,2022-01-22 21:32:45,55.1001,-105.2842,-5.55,45,20,4.61
422,Mpraeso,GH,2022-01-22 21:32:45,6.5932,-0.7346,71.46,33,1,2.04
423,Kyshtovka,RU,2022-01-22 21:32:45,56.555,76.6271,-13.25,100,54,3.8
424,Sadove,UA,2022-01-22 21:32:45,46.2487,30.1795,21.16,76,32,9.89
425,Bonthe,SL,2022-01-22 21:32:46,7.5264,-12.505,78.4,74,24,7.65
426,Lobito,AO,2022-01-22 21:32:46,-12.3481,13.5456,75.49,74,65,3.89
427,Yelizovo,RU,2022-01-22 21:32:47,53.1873,158.3805,8.74,78,20,8.99
428,Royal Palm Beach,US,2022-01-22 21:32:18,26.7084,-80.2306,71.58,91,100,1.01
429,Rocha,UY,2022-01-22 21:30:26,-34.4833,-54.3333,78.3,88,26,8.97
430,Jining,CN,2022-01-22 21:32:47,35.405,116.5814,34.14,92,100,8.97
431,Nongstoin,IN,2022-01-22 21:32:48,25.5167,91.2667,43.12,80,90,3.42
432,Haines Junction,CA,2022-01-22 21:32:48,60.7522,-137.5108,42.75,65,38,6.91
433,Egvekinot,RU,2022-01-22 21:32:49,66.3167,-179.1667,-11.58,97,100,12.15
434,Rioja,AR,2022-01-22 21:32:50,-29.4111,-66.8507,98.55,34,53,2.26
435,Fukue,JP,2022-01-22 21:32:50,32.6881,128.8419,54.01,93,100,18.54
436,Magomeni,TZ,2022-01-22 21:32:50,-6.8,39.25,80.98,89,75,0.0
437,Huanren,CN,2022-01-22 21:32:51,41.2647,125.3667,9.55,98,86,3.56
438,Conakry,GN,2022-01-22 21:32:51,9.538,-13.6773,80.67,61,1,4.61
439,Prestea,GH,2022-01-22 21:32:51,5.4327,-2.1428,74.19,72,0,3.49
440,Leningradskiy,RU,2022-01-22 21:32:52,69.3833,178.4167,-19.08,92,100,14.5
441,Ulverstone,AU,2022-01-22 21:32:52,-41.15,146.1667,67.19,73,100,4.0
442,Lata,PT,2022-01-22 21:32:52,40.1629,-8.3327,48.81,78,0,4.81
443,Viedma,AR,2022-01-22 21:32:53,-40.8135,-62.9967,78.48,60,63,5.35
444,Havoysund,NO,2022-01-22 21:32:53,70.9963,24.6622,31.08,72,100,25.79
445,Douglas,US,2022-01-22 21:32:53,41.3,-96.167,47.98,51,40,5.01
446,Ornskoldsvik,SE,2022-01-22 21:32:54,63.2909,18.7153,25.75,100,100,4.61
447,Fayaoue,NC,2022-01-22 21:32:54,-20.65,166.5333,81.59,76,36,1.72
448,Talaya,RU,2022-01-22 21:32:54,61.3833,152.75,-41.06,100,92,0.85
449,Huntingdon,GB,2022-01-22 21:30:18,52.3305,-0.1865,43.77,92,7,4.79
450,Koungou,YT,2022-01-22 21:32:55,-12.7336,45.2042,82.11,78,40,18.41
451,Alakurtti,RU,2022-01-22 21:32:55,66.9672,30.3491,19.63,88,99,8.37
452,Ossora,RU,2022-01-22 21:32:55,59.2353,163.0719,-13.56,86,5,3.13
453,Merzifon,TR,2022-01-22 21:32:56,40.8733,35.4631,29.66,93,100,6.91
454,Mabaruma,GY,2022-01-22 21:32:56,8.2,-59.7833,73.31,86,64,4.47
455,Chatellerault,FR,2022-01-22 21:32:56,46.8,0.5333,40.3,11,0,7.81
456,Det Udom,TH,2022-01-22 21:32:57,14.906,105.0784,73.22,67,84,3.58
457,Sokoni,TZ,2022-01-22 21:32:57,-6.4333,39.55,80.89,83,99,15.21
458,Ranong,TH,2022-01-22 21:32:57,9.9658,98.6348,73.06,90,33,1.52
459,Yar-Sale,RU,2022-01-22 21:33:58,66.8333,70.8333,4.5,99,100,1.95
460,Jiangyou,CN,2022-01-22 21:33:58,31.7667,104.7167,42.85,89,58,2.21
461,Tomatlan,MX,2022-01-22 21:33:58,19.9333,-105.25,85.33,52,9,10.02
462,Moindou,NC,2022-01-22 21:33:59,-21.6924,165.677,76.95,83,38,7.56
463,Bayir,TR,2022-01-22 21:33:59,37.2687,28.2167,36.12,93,97,8.72
464,Onokhoy,RU,2022-01-22 21:34:00,51.932,108.0747,6.55,96,100,2.75
465,Tabou,CI,2022-01-22 21:34:01,4.423,-7.3528,78.66,79,6,10.2
466,Cumra,TR,2022-01-22 21:34:01,37.5732,32.7745,28.54,99,100,5.44
467,Kroya,ID,2022-01-22 21:34:01,-7.6331,109.2461,76.19,92,100,2.48
468,Virden,US,2022-01-22 21:30:18,39.5009,-89.7679,37.11,52,18,11.52
469,Saint-Augustin,CA,2022-01-22 21:34:02,51.226,-58.6502,-1.97,99,7,4.61
470,Faanui,PF,2022-01-22 21:34:02,-16.4833,-151.75,81.0,78,99,15.84
471,Nome,US,2022-01-22 21:31:43,64.5011,-165.4064,8.67,78,40,8.05
472,Manzanillo,CU,2022-01-22 21:34:02,20.3433,-77.1167,82.85,56,3,11.3
473,Guaimaro,CU,2022-01-22 21:34:03,21.05,-77.35,86.5,46,3,7.94
474,Labuhan,ID,2022-01-22 21:34:03,-6.8844,112.2051,76.57,88,100,8.46
475,Labrea,BR,2022-01-22 21:34:03,-7.2586,-64.7981,75.76,88,100,1.72
476,Inhambane,MZ,2022-01-22 21:34:04,-23.865,35.3833,75.13,86,71,16.26
477,Taldan,RU,2022-01-22 21:34:04,53.6667,124.8,-11.99,97,5,3.89
478,Nata,PA,2022-01-22 21:34:04,8.3333,-80.5167,86.47,63,24,15.86
479,San Miguel De Cauri,PE,2022-01-22 21:34:05,-10.1,-76.5833,53.37,71,94,6.6
480,Natal,BR,2022-01-22 21:30:02,-5.795,-35.2094,83.05,74,20,10.36
481,Kasongo-Lunda,CD,2022-01-22 21:34:05,-6.4667,16.8167,69.08,93,97,0.72
482,Lewistown,US,2022-01-22 21:34:06,40.5992,-77.5714,28.58,70,0,0.0
483,Los Llanos De Aridane,ES,2022-01-22 21:34:06,28.6585,-17.9182,62.35,86,0,1.99
484,San Juan,AR,2022-01-22 21:34:06,-31.5375,-68.5364,95.23,26,5,15.37
485,Mount Pleasant,US,2022-01-22 21:34:07,32.7941,-79.8626,39.99,86,100,4.0
486,Pyay,MM,2022-01-22 21:34:07,18.8167,95.2167,60.35,62,9,1.5
487,Yatou,CN,2022-01-22 21:34:07,37.15,122.3833,33.55,81,100,12.64
488,Tura,IN,2022-01-22 21:34:08,25.5198,90.2201,58.46,67,99,4.54
489,Acarau,BR,2022-01-22 21:32:34,-2.8856,-40.12,80.31,76,72,12.19
490,Zeya,RU,2022-01-22 21:34:08,53.75,127.2667,-11.22,98,6,1.97
491,Khani,GE,2022-01-22 21:34:08,41.9563,42.9566,35.17,70,100,10.2
492,Lasa,IT,2022-01-22 21:34:09,46.6166,10.7002,38.28,91,47,7.52
493,Newport,GB,2022-01-22 21:29:32,51.5877,-2.9984,43.77,85,10,1.07
494,Mahibadhoo,MV,2022-01-22 21:34:09,3.7833,72.9667,80.44,65,90,8.97
495,Laje,BR,2022-01-22 21:34:10,-10.1833,-40.9667,76.1,59,69,5.59
496,Manavalakurichi,IN,2022-01-22 21:34:10,8.1333,77.3,80.69,86,62,8.41
497,Fairbanks,US,2022-01-22 21:31:51,64.8378,-147.7164,11.61,83,0,0.0
498,Port-Cartier,CA,2022-01-22 21:34:10,50.0334,-66.8654,7.75,91,13,4.41
499,Steamboat Springs,US,2022-01-22 21:30:10,40.485,-106.8317,33.3,83,0,0.0
500,Rumonge,BI,2022-01-22 21:34:11,-3.9736,29.4386,71.4,83,100,1.95
501,Qeshm,IR,2022-01-22 21:34:11,26.9581,56.2719,55.29,35,0,3.13
502,Padang,ID,2022-01-22 21:34:11,-0.9492,100.3543,76.66,88,63,3.83
503,Ukiah,US,2022-01-22 21:34:12,39.1502,-123.2078,75.52,18,0,6.91
504,Conde,BR,2022-01-22 21:34:12,-7.2597,-34.9075,80.06,74,20,8.05
505,Turinskaya Sloboda,RU,2022-01-22 21:34:12,57.6232,64.3858,-0.47,98,68,3.83
506,Ambon,ID,2022-01-22 21:34:13,-3.6954,128.1814,75.34,94,20,3.44
507,Van,TR,2022-01-22 21:35:13,38.4924,43.3831,13.35,79,40,5.75
508,Arlit,NE,2022-01-22 21:35:13,18.7369,7.3853,62.11,18,25,10.04
509,Chikitigarh,IN,2022-01-22 21:35:14,19.2,84.6167,67.37,67,2,3.04
510,Isabela,PH,2022-01-22 21:35:14,6.7085,121.9711,78.85,82,100,1.48
511,Aykhal,RU,2022-01-22 21:35:15,66.0,111.5,-9.31,99,18,4.7
512,Tahe,CN,2022-01-22 21:35:15,52.3333,124.7333,-11.27,97,5,4.09
513,Dafeng,CN,2022-01-22 21:35:15,23.4517,108.5881,62.37,98,90,2.75
514,Souillac,MU,2022-01-22 21:35:16,-20.5167,57.5167,81.36,89,40,10.36
515,Anuppur,IN,2022-01-22 21:35:16,23.1,81.6833,58.41,80,44,2.1
516,Krasnoshchekovo,RU,2022-01-22 21:35:17,51.6708,82.7289,-9.2,99,99,2.42
517,Hualmay,PE,2022-01-22 21:35:17,-11.0964,-77.6139,74.41,77,43,9.42
518,Severodvinsk,RU,2022-01-22 21:35:17,64.5635,39.8302,2.5,98,55,6.11
519,Vila Velha,BR,2022-01-22 21:32:57,-20.3297,-40.2925,81.45,80,20,3.0
520,Kelme,LT,2022-01-22 21:35:18,55.6339,22.9342,26.62,93,99,8.77
521,Port Macquarie,AU,2022-01-22 21:35:18,-31.4333,152.9167,68.9,82,74,10.18
522,Coronado,US,2022-01-22 21:30:21,32.6859,-117.1831,74.44,31,20,9.22
523,Clarence Town,AU,2022-01-22 21:35:19,-32.5833,151.7833,74.86,73,76,1.72
524,Manta,EC,2022-01-22 21:35:19,-0.95,-80.7333,80.38,78,100,8.05
525,Bayonet Point,US,2022-01-22 21:35:19,28.3267,-82.6834,59.14,79,98,4.0
526,Tetouan,MA,2022-01-22 21:35:20,35.5711,-5.3724,57.97,72,75,16.11
527,Baglung,NP,2022-01-22 21:35:20,28.2719,83.5898,44.35,84,49,4.85
528,Tupancireta,BR,2022-01-22 21:35:20,-29.0806,-53.8358,91.22,34,35,7.02
529,Lucapa,AO,2022-01-22 21:35:21,-8.4192,20.7447,64.06,97,93,2.26
530,Salamiyah,SY,2022-01-22 21:35:21,35.0113,37.0532,42.64,59,30,7.52
531,Hay River,CA,2022-01-22 21:35:21,60.8156,-115.7999,-4.02,71,100,8.05
532,Xiangxiang,CN,2022-01-22 21:35:22,27.7333,112.5333,38.88,94,100,8.97
533,Severnoye,RU,2022-01-22 21:35:22,56.3491,78.3619,-11.85,100,95,3.67
534,Tateyama,JP,2022-01-22 21:35:22,34.9833,139.8667,39.22,63,82,8.99
535,Fortuna,US,2022-01-22 21:35:23,40.5982,-124.1573,75.54,46,0,1.99
536,Dabhol,IN,2022-01-22 21:35:23,17.6,73.1667,70.02,83,52,5.55
537,Williston,US,2022-01-22 21:33:50,48.147,-103.618,41.41,94,100,14.67
538,Quesnel,CA,2022-01-22 21:35:23,52.9999,-122.5029,28.9,93,40,2.3
539,Sioux Lookout,CA,2022-01-22 21:35:24,50.1001,-91.917,-5.42,65,40,12.66
540,Alihe,CN,2022-01-22 21:35:24,50.5667,123.7167,-8.84,97,7,3.56
541,Lieksa,FI,2022-01-22 21:35:24,63.3167,30.0167,4.62,100,100,3.67
542,Northam,GB,2022-01-22 21:35:24,51.0333,-4.2167,44.62,81,80,3.11
543,Dalvik,IS,2022-01-22 21:35:25,65.9702,-18.5286,35.53,81,97,12.41
544,Chupa,RU,2022-01-22 21:35:25,66.27,33.0549,8.4,96,100,7.4
545,Praya,CV,2022-01-22 21:35:25,14.9215,-23.5087,72.14,83,75,12.66
546,Smithers,CA,2022-01-22 21:35:26,54.7804,-127.1743,30.52,100,40,4.61
547,Venustiano Carranza,MX,2022-01-22 21:35:26,19.43,-99.0992,69.53,28,75,4.0
548,Salalah,OM,2022-01-22 21:35:26,17.0151,54.0924,68.09,5,47,12.66
549,Banda Aceh,ID,2022-01-22 21:35:27,5.5577,95.3222,77.61,83,53,4.21
550,Anadyr,RU,2022-01-22 21:35:27,64.75,177.4833,-4.52,83,75,2.24
551,Togul,RU,2022-01-22 21:35:28,53.465,85.9128,-10.34,100,84,1.5
552,Mecca,SA,2022-01-22 21:32:39,21.4267,39.8261,69.58,78,42,4.61
553,Grand Gaube,MU,2022-01-22 21:36:28,-20.0064,57.6608,81.37,83,46,7.0
554,Asuncion,PY,2022-01-22 21:33:53,-25.3007,-57.6359,103.89,25,40,11.5
555,Dehloran,IR,2022-01-22 21:36:29,32.6941,47.2679,44.91,41,0,1.88
556,Kungurtug,RU,2022-01-22 21:36:29,50.5994,97.5228,3.15,98,100,1.79
557,Tricase,IT,2022-01-22 21:36:29,39.9304,18.3553,44.31,56,96,22.95
558,Mandalgovi,MN,2022-01-22 21:36:30,45.7625,106.2708,4.14,58,5,5.84
559,Mitu,CO,2022-01-22 21:36:30,1.1983,-70.1733,77.25,94,96,2.26
560,Pitanga,BR,2022-01-22 21:36:30,-24.7572,-51.7614,73.0,73,98,1.25
561,Oshikango,NA,2022-01-22 21:36:31,-17.4,15.8833,73.29,60,37,1.19
562,Tempio Pausania,IT,2022-01-22 21:36:31,40.8974,9.1035,39.79,90,2,3.24
563,Saint-Pierre,RE,2022-01-22 21:36:31,-21.3393,55.4781,80.28,83,0,6.91
564,Dunedin,NZ,2022-01-22 21:32:35,-45.8742,170.5036,59.81,58,49,15.01
