City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
79,Lorengau,PG,-2.0226,147.2712,78.69,86,100,11.9,overcast clouds
80,Mukhtolovo,RU,55.4644,43.1953,16.72,97,100,7.52,overcast clouds
81,Zeya,RU,53.75,127.2667,-6.16,89,58,4.07,broken clouds
82,Torbay,CA,47.6666,-52.7314,40.75,83,100,23.02,overcast clouds
83,Butaritari,KI,3.0707,172.7902,82.04,76,17,20.92,light rain
84,Strezhevoy,RU,60.7333,77.5889,4.98,95,100,8.68,overcast clouds
85,Soria,ES,41.6667,-2.6667,40.86,48,0,4.81,clear sky
86,Victoria,HK,22.2855,114.1577,59.32,77,86,1.01,overcast clouds
87,Rusape,ZW,-18.5278,32.1284,57.61,86,0,3.31,clear sky
88,Port Hedland,AU,-20.3167,118.5667,80.65,89,94,11.5,overcast clouds
89,Blagoyevo,RU,63.3667,47.9167,1.2,98,80,4.41,broken clouds
90,Tocopilla,CL,-22.092,-70.1979,68.9,67,1,5.79,clear sky
91,Kingston,JM,17.997,-76.7936,79.75,65,75,18.41,broken clouds
92,Atuona,PF,-9.8,-139.0333,78.08,77,11,13.69,light rain
93,Berlevag,NO,70.8578,29.0864,30.2,100,100,12.66,heavy snow
94,Qixia,CN,37.2975,120.8256,26.82,67,11,6.76,few clouds
95,Laguna,US,38.421,-121.4238,65.32,57,0,1.01,clear sky
96,Jacareacanga,BR,-6.2222,-57.7528,72.5,95,100,0.98,overcast clouds
97,Muros,ES,42.7762,-9.0603,52.84,64,0,5.44,clear sky
98,Cuenca,EC,-2.8833,-78.9833,60.93,77,100,12.66,overcast clouds
99,Codrington,AU,-38.2667,141.9667,67.01,88,54,6.4,broken clouds
100,Arona,ES,28.0996,-16.681,59.4,63,10,1.99,haze
101,Puerto Escondido,MX,15.85,-97.0667,83.23,69,20,4.61,few clouds
102,Moree,AU,-29.4667,149.85,75.22,69,100,12.66,overcast clouds
103,Ures,MX,29.4333,-110.4,75.52,20,52,10.6,broken clouds
104,Chor,PK,25.5167,69.7667,64.13,87,0,7.92,clear sky
105,Klaksvik,FO,62.2266,-6.589,36.52,78,100,41.85,overcast clouds
106,Vao,NC,-22.6667,167.4833,79.07,84,100,5.88,overcast clouds
107,Cabo San Lucas,MX,22.8909,-109.9124,80.91,55,20,6.91,few clouds
108,Nsanje,MW,-16.92,35.262,71.69,96,8,2.39,clear sky
109,Bambous Virieux,MU,-20.3428,57.7575,79.05,94,75,12.66,light rain
110,Port Alfred,ZA,-33.5906,26.891,73.78,88,97,17.18,overcast clouds
111,Puerto Ayora,EC,-0.7393,-90.3518,85.96,73,100,8.79,overcast clouds
112,Cidreira,BR,-30.1811,-50.2056,73.87,70,6,18.28,clear sky
113,Clyde River,CA,70.4692,-68.5914,-25.37,68,100,5.75,overcast clouds
114,Svetlogorsk,BY,52.6333,29.7333,31.73,97,100,8.1,light snow
115,Katsuura,JP,35.1333,140.3,39.31,52,100,11.48,overcast clouds
116,Port Blair,IN,11.6667,92.75,69.84,88,20,2.3,mist
117,Shimoda,JP,34.6667,138.95,35.1,66,99,8.84,overcast clouds
118,Alofi,NU,-19.0595,-169.9187,71.49,100,100,9.22,overcast clouds
119,Casas Grandes,MX,30.3667,-107.95,60.1,23,3,23.89,clear sky
120,Conde,BR,-7.2597,-34.9075,81.86,78,20,10.36,few clouds
121,Hwange,ZW,-18.3693,26.5019,67.75,98,100,2.89,light rain
122,Tezu,IN,27.9167,96.1667,51.46,53,20,3.69,few clouds
123,Labuhan,ID,-6.8844,112.2051,78.01,86,100,8.1,light rain
124,Coquimbo,CL,-29.9533,-71.3436,67.73,72,0,12.66,clear sky
125,Qaanaaq,GL,77.484,-69.3632,-8.9,69,100,5.48,overcast clouds
126,Bayana,IN,26.9,77.2833,53.91,50,0,1.32,clear sky
127,Mnogovershinnyy,RU,53.9353,139.9242,1.76,96,100,6.29,overcast clouds
128,Yulara,AU,-25.2406,130.9889,71.44,100,75,12.66,broken clouds
129,Padang,ID,-0.9492,100.3543,77.02,89,100,3.96,overcast clouds
130,East London,ZA,-33.0153,27.9116,74.61,83,83,15.01,broken clouds
131,Tura,IN,25.5198,90.2201,51.78,59,2,3.31,clear sky
132,Arkhangelsk,RU,64.5401,40.5433,15.91,92,100,4.47,light snow
133,Tuatapere,NZ,-46.1333,167.6833,67.82,68,17,2.59,few clouds
134,Kapuskasing,CA,49.4169,-82.4331,-0.31,65,75,9.22,broken clouds
135,Marsh Harbour,BS,26.5412,-77.0636,63.36,56,98,11.5,overcast clouds
136,Fougamou,GA,-1.2154,10.5838,73.92,95,96,1.54,overcast clouds
137,Namatanai,PG,-3.6667,152.4333,81.3,77,100,3.29,overcast clouds
138,Hithadhoo,MV,-0.6,73.0833,81.55,70,86,9.4,overcast clouds
139,Mindelo,CV,16.8901,-24.9804,69.35,64,75,24.16,broken clouds
140,Evensk,RU,61.95,159.2333,20.26,71,100,25.64,overcast clouds
141,Labuan,MY,5.2767,115.2417,77.36,94,40,0.0,scattered clouds
142,Port Moresby,PG,-9.4431,147.1797,74.62,88,75,11.5,broken clouds
143,Esperance,AU,-33.8667,121.9,64.24,78,45,13.06,scattered clouds
144,Den Helder,NL,52.9599,4.7593,43.02,78,75,20.0,broken clouds
145,Fort Nelson,CA,58.8053,-122.7002,0.99,71,100,11.5,light snow
146,Barrow,US,71.2906,-156.7887,-7.58,71,100,9.22,light snow
147,Chuy,UY,-33.6971,-53.4616,73.56,68,20,14.29,few clouds
148,Morondava,MG,-20.2833,44.2833,81.66,71,23,9.08,few clouds
149,Namibe,AO,-15.1961,12.1522,73.26,71,100,5.23,overcast clouds
150,Cayenne,GF,4.9333,-52.3333,78.84,88,75,1.99,broken clouds
151,Arman,RU,59.7,150.1667,5.07,77,100,14.5,overcast clouds
152,Jos,NG,9.9167,8.9,59.74,17,39,10.02,scattered clouds
153,Kavaratti,IN,10.5669,72.642,81.23,73,13,8.32,few clouds
154,Georgetown,MY,5.4112,100.3354,81.9,89,20,1.99,few clouds
155,Viedma,AR,-40.8135,-62.9967,69.15,18,64,20.69,broken clouds
156,Caravelas,BR,-17.7125,-39.2481,79.61,83,22,11.5,few clouds
157,Khatanga,RU,71.9667,102.5,-5.91,98,99,9.71,overcast clouds
158,Basoko,CD,1.2391,23.616,74.16,38,65,2.35,broken clouds
159,Nouadhibou,MR,20.931,-17.0347,66.18,63,100,14.97,overcast clouds
160,Ulaangom,MN,49.9811,92.0667,-25.6,92,89,3.36,overcast clouds
161,Hasaki,JP,35.7333,140.8333,28.8,48,100,16.82,overcast clouds
162,San Bernardino,US,34.6667,-116.1675,69.06,10,0,11.18,clear sky
163,Qasigiannguit,GL,68.8193,-51.1922,7.05,72,100,9.22,overcast clouds
164,Inirida,CO,3.8653,-67.9239,86.99,45,16,1.25,few clouds
165,Ust-Kuyga,RU,70.0167,135.6,-34.42,99,98,4.94,overcast clouds
166,Nsoko,SZ,-27.0333,31.95,75.34,94,95,0.51,overcast clouds
167,Kibre Mengist,ET,5.8833,38.9833,54.46,38,92,2.48,overcast clouds
168,Cabedelo,BR,-6.9811,-34.8339,83.07,75,13,11.59,few clouds
169,Upernavik,GL,72.7868,-56.1549,-3.71,87,100,6.26,overcast clouds
170,Teguldet,RU,57.3064,88.1667,-6.09,98,53,3.8,broken clouds
171,Batouri,CM,4.4333,14.3667,73.17,26,100,3.11,overcast clouds
172,Kendari,ID,-3.945,122.4989,76.21,90,100,2.95,light rain
173,Zhigansk,RU,66.7697,123.3711,-33.05,100,100,2.06,overcast clouds
174,Bermejo,AR,-32.8833,-68.8,93.11,33,20,3.44,few clouds
175,Korla,CN,41.7597,86.1469,23.47,59,100,3.22,overcast clouds
176,Pevek,RU,69.7008,170.3133,-13.88,96,99,1.99,overcast clouds
177,Kamenka,RU,51.3223,42.7678,26.74,95,100,13.76,overcast clouds
178,Iqaluit,CA,63.7506,-68.5145,-15.07,76,40,5.75,scattered clouds
179,Acapulco,MX,16.8634,-99.8901,84.02,74,0,11.5,clear sky
180,Saint-Philippe,RE,-21.3585,55.7679,78.39,82,46,11.36,scattered clouds
181,Solnechnyy,RU,50.7214,136.6319,-10.7,98,88,3.2,overcast clouds
182,Shiloh,US,38.5614,-89.8973,40.5,47,0,12.66,clear sky
183,Porkhov,RU,57.765,29.5561,31.89,99,100,3.06,snow
184,Usinsk,RU,65.9939,57.5281,8.38,95,100,9.19,overcast clouds
185,Gweta,BW,-20.1833,25.2333,71.13,78,100,10.74,overcast clouds
186,San Patricio,US,28.017,-97.5169,72.32,54,45,13.47,scattered clouds
187,Kruisfontein,ZA,-34.0033,24.7314,69.89,96,80,5.3,broken clouds
188,Goundi,TD,9.3627,17.366,76.89,15,76,7.56,broken clouds
189,Amarante Do Maranhao,BR,-5.5667,-46.7422,71.85,94,50,2.71,scattered clouds
190,Sioux Lookout,CA,50.1001,-91.917,10.78,85,100,4.61,overcast clouds
191,Sangin,AF,32.0728,64.8359,48.25,51,2,2.1,clear sky
192,Bobbili,IN,18.5667,83.3667,62.13,68,0,2.33,clear sky
193,Trofors,NO,65.5333,13.4063,33.26,98,95,4.34,overcast clouds
194,Manica,FR,49.0,-1.1667,42.21,97,48,7.38,scattered clouds
195,Salta,AR,-24.7859,-65.4117,80.89,49,75,1.99,broken clouds
196,Saint-Pierre,RE,-21.3393,55.4781,78.48,73,11,11.5,few clouds
197,Toamasina,MG,-18.1667,49.3833,73.4,94,75,0.0,broken clouds
198,Pisco,PE,-13.7,-76.2167,75.25,69,40,6.91,scattered clouds
199,Cape Town,ZA,-33.9258,18.4232,68.11,79,0,4.0,clear sky
200,Thompson,CA,55.7435,-97.8558,6.96,72,20,6.91,few clouds
201,Mvuma,ZW,-19.2792,30.5283,61.39,83,40,6.64,scattered clouds
202,Sinnamary,GF,5.3833,-52.95,76.39,87,51,11.9,broken clouds
203,Seydi,TM,39.4816,62.9137,35.51,67,38,9.62,scattered clouds
204,Igarka,RU,67.4667,86.5833,-4.76,97,98,10.85,overcast clouds
205,Alice Springs,AU,-23.7,133.8833,72.95,100,75,10.36,broken clouds
206,Dong Hoi,VN,17.4833,106.6,64.71,92,98,11.9,overcast clouds
207,Faya,SA,18.3851,42.4509,57.31,84,11,4.23,few clouds
208,Bani,DO,18.2833,-70.3333,87.24,66,23,6.35,few clouds
209,Lasa,IT,46.6166,10.7002,44.51,46,13,6.78,few clouds
210,Dawlatabad,AF,36.4141,64.9053,39.79,78,1,2.75,clear sky
211,Altamont,US,42.2068,-121.7372,49.77,43,0,0.0,clear sky
212,Bengkulu,ID,-3.8004,102.2655,75.72,89,100,3.8,moderate rain
213,Irituia,BR,-1.7711,-47.4381,73.44,96,95,3.42,overcast clouds
214,Bonavista,CA,48.6499,-53.1147,40.12,69,100,36.55,overcast clouds
215,Longyearbyen,SJ,78.2186,15.6401,8.44,61,0,19.57,clear sky
216,New Norfolk,AU,-42.7826,147.0587,66.76,77,4,2.37,clear sky
217,Whitecourt,CA,54.1502,-115.6855,34.84,69,75,0.0,broken clouds
218,Sayyan,YE,15.1718,44.3244,51.82,36,51,1.95,broken clouds
219,Umm Lajj,SA,25.0213,37.2685,64.65,60,87,9.28,overcast clouds
220,Iranshahr,IR,27.2025,60.6848,57.54,54,0,0.0,clear sky
221,Mantua,IT,45.1667,10.7833,45.28,91,0,1.99,clear sky
222,Eslov,SE,55.8393,13.3039,36.75,69,18,7.18,few clouds
223,Lucea,JM,18.451,-78.1736,73.26,77,94,17.18,overcast clouds
224,Yar-Sale,RU,66.8333,70.8333,-6.79,99,88,6.98,overcast clouds
225,Vostok,RU,46.4856,135.8833,-21.87,99,66,3.49,broken clouds
226,Millinocket,US,45.6573,-68.7098,13.55,52,0,12.66,clear sky
227,Hami,CN,42.8,93.45,23.23,41,100,1.14,overcast clouds
228,Chiasso,CH,45.832,9.0312,47.01,78,0,4.99,clear sky
229,Pokaran,IN,26.9167,71.9167,63.43,30,0,5.55,clear sky
230,Sakaiminato,JP,35.55,133.2333,35.58,93,75,8.05,broken clouds
231,Luganville,VU,-15.5333,167.1667,79.54,86,100,7.11,overcast clouds
232,Sandane,NO,61.7728,6.215,33.62,80,75,5.75,broken clouds
233,Narsaq,GL,60.9167,-46.05,23.22,72,100,17.52,snow
234,Te Anau,NZ,-45.4167,167.7167,66.97,70,21,0.67,few clouds
235,Tutoia,BR,-2.7619,-42.2744,85.98,79,97,10.74,overcast clouds
236,Angoche,MZ,-16.2325,39.9086,77.16,82,2,1.77,clear sky
237,Namuac,PH,18.6109,121.1657,72.18,86,98,19.84,overcast clouds
238,Morehead,US,37.2711,-87.1764,44.35,42,0,8.05,clear sky
239,La Ronge,CA,55.1001,-105.2842,12.45,79,100,8.05,overcast clouds
240,Praia Da Vitoria,PT,38.7333,-27.0667,58.75,94,75,24.05,broken clouds
241,Ahipara,NZ,-35.1667,173.1667,74.28,56,97,13.11,overcast clouds
242,Vardo,NO,70.3705,31.1107,28.15,80,40,10.36,scattered clouds
243,San Jose,US,37.3394,-121.895,67.01,51,20,5.01,haze
244,Ambilobe,MG,-13.2,49.05,74.39,93,86,1.88,overcast clouds
245,Roma,US,43.2128,-75.4557,20.03,39,20,6.91,few clouds
246,Tias,ES,28.9611,-13.645,64.08,39,0,9.22,haze
247,Tanout,NE,14.9709,8.8879,61.72,16,29,17.07,scattered clouds
248,Pavilosta,LV,56.8879,21.1859,31.95,88,100,31.23,light snow
249,Batagay-Alyta,RU,67.8006,130.4114,-21.98,95,70,2.55,broken clouds
250,Ketchikan,US,55.3422,-131.6461,37.87,81,75,8.05,broken clouds
251,Tautira,PF,-17.7333,-149.15,84.22,75,94,11.48,overcast clouds
252,Gorontalo,ID,0.5412,123.0595,73.49,94,95,4.05,overcast clouds
253,Cravo Norte,CO,6.3017,-70.2041,92.64,26,100,10.22,overcast clouds
254,Zhezkazgan,KZ,47.8043,67.7144,13.75,97,100,4.61,light snow
255,Kahului,US,20.8947,-156.47,82.42,57,0,14.97,clear sky
256,Batagay,RU,67.6333,134.6333,-35.5,99,53,1.68,broken clouds
257,Saint Anthony,US,45.0205,-93.218,24.73,64,0,1.01,clear sky
258,Tanete,ID,-3.9443,119.7848,75.38,90,100,3.74,overcast clouds
259,Klimovsk,RU,55.3647,37.525,24.98,93,100,8.95,shower snow
260,Guerrero Negro,MX,27.9769,-114.0611,65.1,52,90,14.0,overcast clouds
261,Balykshi,KZ,47.0667,51.8667,24.8,93,100,0.0,fog
262,Waingapu,ID,-9.6567,120.2641,78.15,84,100,9.8,overcast clouds
263,Marsa Matruh,EG,31.3525,27.2453,52.0,87,40,14.97,scattered clouds
264,Sretensk,RU,52.2453,117.7093,-26.34,100,62,1.61,broken clouds
265,Nanortalik,GL,60.1432,-45.2371,16.25,88,100,21.97,snow
266,Margate,GB,51.3813,1.3862,44.31,79,94,5.99,overcast clouds
267,Anito,PH,12.4497,125.2886,75.99,87,38,2.33,scattered clouds
268,Grindavik,IS,63.8424,-22.4338,27.07,68,75,36.82,light shower snow
269,Sobolevo,RU,54.4299,31.8996,30.54,92,99,7.14,overcast clouds
270,San Cristobal,VE,7.7669,-72.225,71.78,65,96,4.61,overcast clouds
271,Wangjing,IN,24.6,94.0333,41.14,90,0,0.81,clear sky
272,Talnakh,RU,69.4865,88.3972,-14.67,96,86,8.9,overcast clouds
273,Tiksi,RU,71.6872,128.8694,-18.11,100,96,4.45,overcast clouds
274,Tromso,NO,69.6496,18.957,23.02,74,0,14.97,clear sky
275,Dharmadam,IN,11.7833,75.4333,74.82,78,0,2.98,clear sky
276,Huarmey,PE,-10.0681,-78.1522,72.16,81,100,9.37,overcast clouds
277,Acurenam,GQ,1.0322,10.6488,69.42,96,100,3.71,overcast clouds
278,Saldanha,ZA,-33.0117,17.9442,66.25,92,87,8.72,overcast clouds
279,North Bend,US,43.4065,-124.2243,57.92,86,75,14.97,broken clouds
280,Bubaque,GW,11.2833,-15.8333,78.21,72,48,11.48,scattered clouds
281,Flinders,AU,-34.5833,150.8552,78.8,78,20,5.99,few clouds
282,Coihaique,CL,-45.5752,-72.0662,57.81,47,40,9.22,scattered clouds
283,Puerto Carreno,CO,6.189,-67.4859,91.38,35,20,10.36,few clouds
284,Calvinia,ZA,-31.4707,19.776,74.17,49,100,9.35,light rain
285,Donskoye,RU,45.4552,41.9741,35.04,82,99,13.15,overcast clouds
286,Missoula,US,47.0166,-113.8009,35.53,59,100,5.08,overcast clouds
287,Beira,MZ,-19.8436,34.8389,78.89,78,20,5.99,few clouds
288,Kieta,PG,-6.2167,155.6333,82.2,81,100,6.71,overcast clouds
289,Kemalpasa,TR,38.4262,27.4173,43.38,93,99,1.34,light rain
290,Provideniya,RU,64.3833,-173.3,12.31,73,0,17.9,clear sky
291,Morant Bay,JM,17.8815,-76.4093,80.22,84,41,9.19,scattered clouds
292,Mana,GF,5.6592,-53.7767,77.13,82,63,10.27,broken clouds
293,Broken Hill,AU,-31.95,141.4333,76.71,73,75,6.91,light rain
294,Barcelos,PT,41.5388,-8.6151,53.85,64,1,3.96,clear sky
295,Cherskiy,RU,68.75,161.3,-27.58,99,98,1.05,overcast clouds
296,Sherlovaya Gora,RU,50.5667,116.25,-23.4,99,57,4.23,broken clouds
297,Dhidhdhoo,MV,6.8833,73.1,81.27,74,27,8.37,scattered clouds
298,Hurricane,US,37.1753,-113.2899,57.02,23,0,3.13,clear sky
299,Bethel,US,41.3712,-73.414,25.48,47,0,6.91,clear sky
300,Bathsheba,BB,13.2167,-59.5167,79.41,69,40,24.16,scattered clouds
301,Moranbah,AU,-22.0016,148.0466,79.27,71,17,13.11,few clouds
302,Grants Pass,US,42.439,-123.3284,55.44,54,0,0.0,clear sky
303,Meulaboh,ID,4.1363,96.1285,76.55,86,86,3.22,overcast clouds
304,Horizonte,BR,-4.1,-38.4833,81.81,84,100,3.71,overcast clouds
305,Sungairaya,ID,0.7,108.9,76.01,90,100,5.28,overcast clouds
306,Gwadar,PK,25.1216,62.3254,70.83,78,0,14.67,clear sky
307,Senanga,ZM,-16.1167,23.2667,63.34,97,91,5.23,overcast clouds
308,La Asuncion,VE,11.0333,-63.8628,87.53,55,38,14.97,scattered clouds
309,Chapais,CA,49.7834,-74.8492,1.18,90,100,7.67,overcast clouds
310,Manggar,ID,-2.8833,108.2667,77.77,83,75,6.96,broken clouds
311,Los Llanos De Aridane,ES,28.6585,-17.9182,58.75,79,5,8.01,clear sky
312,Manavgat,TR,36.7867,31.4431,46.81,89,100,17.78,light rain
313,Tessalit,ML,20.1986,1.0114,69.84,14,28,11.07,scattered clouds
314,Akdepe,TM,42.0551,59.3788,28.49,70,100,9.71,overcast clouds
315,Sovik,NO,65.9333,12.4667,33.91,60,40,5.01,scattered clouds
316,Sabang,ID,5.8933,95.3214,81.39,75,86,7.99,overcast clouds
317,Ibra,OM,22.6906,58.5334,67.35,34,0,3.2,clear sky
318,Chlorakas,CY,34.8042,32.4083,51.03,88,75,8.05,broken clouds
319,Nyurba,RU,63.2842,118.3319,-23.58,100,36,4.56,scattered clouds
320,Bowmore,US,34.9421,-79.3031,49.84,33,0,4.0,clear sky
321,Fukue,JP,32.6881,128.8419,44.98,55,4,22.57,clear sky
322,Bianzhuang,CN,34.8486,118.0447,32.38,83,39,7.96,scattered clouds
323,Bam,IR,29.106,58.357,49.15,34,0,1.66,clear sky
324,Santa Cruz,BO,-17.8,-63.1667,94.46,36,20,9.22,few clouds
325,Sinop,TR,41.7711,34.8709,28.51,87,100,9.8,overcast clouds
326,Bilma,NE,18.6853,12.9164,59.68,15,0,19.08,clear sky
327,Nantucket,US,41.2835,-70.0995,23.14,66,40,22.46,scattered clouds
328,Tashla,RU,51.7716,52.7427,27.95,97,100,11.52,light snow
329,Vila Velha,BR,-20.3297,-40.2925,80.55,85,0,3.0,clear sky
330,Manjo,CM,4.8428,9.8217,72.9,63,44,2.24,scattered clouds
331,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,34,40,11.5,scattered clouds
332,Kaeo,NZ,-35.1,173.7833,72.32,75,99,14.61,overcast clouds
333,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,98.08,11,0,6.24,clear sky
334,Kamien Pomorski,PL,53.9685,14.7726,37.51,77,8,19.77,clear sky
335,Mbandaka,CD,0.0487,18.2603,76.91,38,100,3.2,overcast clouds
336,Chifeng,CN,42.2683,118.9636,17.22,75,100,7.0,overcast clouds
337,Lata,PT,40.1629,-8.3327,48.61,55,99,3.15,overcast clouds
338,Ironton,US,38.5368,-82.6829,43.75,45,75,6.91,broken clouds
339,Bandarbeyla,SO,9.4942,50.8122,75.54,76,96,15.9,overcast clouds
340,Show Low,US,34.2542,-110.0298,45.66,46,100,8.05,overcast clouds
341,Ilulissat,GL,69.2167,-51.1,6.82,56,75,14.97,broken clouds
342,Husavik,IS,66.0449,-17.3389,22.91,67,40,27.76,scattered clouds
343,Aberdeen,GB,57.1437,-2.0981,43.29,77,100,27.63,overcast clouds
344,Upata,VE,8.0086,-62.3989,79.84,53,77,6.29,broken clouds
345,Churapcha,RU,62.0025,132.4325,-38.04,100,86,1.95,overcast clouds
346,Wabana,CA,47.6332,-52.9481,40.19,83,100,23.02,overcast clouds
347,Lamu,KE,-2.2717,40.902,79.02,84,73,10.38,broken clouds
348,Merauke,ID,-8.4667,140.3333,78.24,83,99,6.49,overcast clouds
349,Santa Rosa,PH,14.3122,121.1114,78.85,85,70,10.33,broken clouds
350,Manzhouli,CN,49.6,117.4333,-13.23,96,13,5.97,few clouds
351,Lopez Mateos,MX,15.4667,-93.0087,86.07,43,3,8.34,clear sky
352,Ust-Kulom,RU,61.6864,53.6902,-9.27,100,86,2.33,overcast clouds
353,Marzuq,YE,14.4,46.4667,60.44,82,4,5.53,clear sky
354,Leningradskiy,RU,69.3833,178.4167,-14.04,94,90,3.74,overcast clouds
355,Pangnirtung,CA,66.1451,-65.7125,-18.4,57,20,3.44,few clouds
356,Bungu,TZ,-7.6337,39.0582,73.06,96,98,3.58,light rain
357,Saint George,US,37.1041,-113.5841,63.07,17,0,1.99,clear sky
358,Grand Gaube,MU,-20.0064,57.6608,79.2,81,100,5.01,overcast clouds
359,Itarema,BR,-2.9248,-39.9167,76.91,83,100,8.77,overcast clouds
360,Saint-Ambroise,CA,48.5501,-71.3324,9.09,51,93,14.97,overcast clouds
361,Brigham City,US,41.5102,-112.0155,41.81,42,0,1.01,clear sky
362,Olga,RU,43.7444,135.2892,10.44,59,3,14.67,clear sky
363,Pemangkat,ID,1.1667,108.9667,76.69,86,100,4.63,light rain
364,Tilichiki,RU,60.4667,166.1,20.52,73,100,12.84,overcast clouds
365,Havelock,US,34.8791,-76.9013,43.95,53,6,5.01,clear sky
366,Litija,SI,46.0586,14.8225,34.18,71,0,1.97,clear sky
367,Vestmannaeyjar,IS,63.4427,-20.2734,31.59,62,100,39.28,snow
368,Jalingo,NG,8.8833,11.3667,72.84,19,50,5.84,scattered clouds
369,Kuah,MY,6.3265,99.8432,80.58,78,20,3.44,few clouds
370,Sola,VU,-13.8833,167.55,81.27,83,100,0.0,overcast clouds
371,Mahebourg,MU,-20.4081,57.7,79.09,94,75,12.66,broken clouds
372,Djambala,CG,-2.5447,14.7533,70.74,82,96,3.83,light rain
373,Gigmoto,PH,13.7796,124.39,76.69,89,43,9.15,scattered clouds
374,Ostrovnoy,RU,68.0531,39.5131,12.16,95,98,8.23,overcast clouds
375,Mount Isa,AU,-20.7333,139.5,74.97,100,75,5.75,broken clouds
376,Bonfim,BR,3.0833,-59.95,89.98,37,95,9.75,overcast clouds
377,Qena,EG,26.1615,32.7183,53.71,42,100,7.56,overcast clouds
378,Mazagao,BR,-0.115,-51.2894,78.85,96,92,4.36,moderate rain
379,Souillac,MU,-20.5167,57.5167,79.18,94,75,12.66,light rain
380,Sri Aman,MY,1.2376,111.4621,77.09,94,100,0.0,light rain
381,Batticaloa,LK,7.7102,81.6924,77.23,85,26,6.11,scattered clouds
382,Lompoc,US,34.6391,-120.4579,75.02,46,0,14.97,clear sky
383,Chateaubelair,VC,13.2833,-61.25,79.29,78,75,12.66,broken clouds
384,Tiznit,MA,29.5833,-9.5,62.44,27,100,22.24,overcast clouds
385,Crotone,IT,39.0851,17.1178,50.09,87,0,2.3,clear sky
386,Severo-Kurilsk,RU,50.6789,156.125,27.75,95,100,11.05,snow
387,Mildura,AU,-34.2,142.15,77.07,56,0,0.0,clear sky
388,Severnoye,RU,56.3491,78.3619,10.94,96,98,7.43,overcast clouds
389,Varberg,SE,57.1056,12.2508,36.05,60,26,9.28,scattered clouds
390,Ancud,CL,-41.8697,-73.8203,62.13,58,32,12.21,scattered clouds
391,Kourou,GF,5.1552,-52.6478,78.85,89,24,10.18,few clouds
392,Santiago Del Estero,AR,-27.7951,-64.2615,93.94,26,3,4.03,clear sky
393,Mananjary,MG,-21.2167,48.3333,73.08,82,3,2.91,clear sky
394,Amlimay,PH,16.6938,120.837,52.36,96,75,4.45,broken clouds
395,Nome,US,64.5011,-165.4064,-4.85,70,0,0.0,clear sky
396,Marawi,PH,7.9986,124.2928,64.65,92,16,1.54,few clouds
397,Asosa,ET,10.0667,34.5333,64.83,38,39,3.38,scattered clouds
398,Aswan,EG,24.0934,32.907,56.12,38,100,10.09,overcast clouds
399,The Valley,AI,18.217,-63.0578,82.26,69,20,11.5,few clouds
400,Bilibino,RU,68.0546,166.4372,-12.64,96,75,5.12,broken clouds
401,Ushtobe,KZ,45.2514,77.9838,25.52,93,26,6.38,scattered clouds
402,Seymchan,RU,62.8833,152.4333,-23.15,96,83,3.51,broken clouds
403,Bo Phloi,TH,14.3236,99.5161,65.57,71,11,5.3,few clouds
404,Hatta,IN,24.1167,79.6,57.33,37,0,2.35,clear sky
405,Geraldton,AU,-28.7667,114.6,72.01,88,100,13.8,overcast clouds
406,Golden,US,39.7555,-105.2211,54.99,32,0,1.01,clear sky
407,Guiratinga,BR,-16.3494,-53.7583,70.27,98,100,3.18,heavy intensity rain
408,Mpanda,TZ,-6.3655,31.0409,66.06,97,100,3.33,light rain
409,Tabou,CI,4.423,-7.3528,79.79,86,25,7.81,scattered clouds
410,Yumen,CN,40.2833,97.2,14.25,44,100,6.46,overcast clouds
411,Unity,CA,52.4501,-109.1682,28.26,91,38,2.75,scattered clouds
412,Arcata,US,40.8665,-124.0828,60.67,76,75,3.0,broken clouds
413,Hobyo,SO,5.3505,48.5268,76.57,79,95,16.82,overcast clouds
414,Wellington,NZ,-41.2866,174.7756,72.55,67,8,1.99,clear sky
415,Batsfjord,NO,70.6345,29.7185,28.33,93,75,11.5,broken clouds
416,Mgandu,TZ,-5.95,34.1333,62.85,95,100,1.9,moderate rain
417,Cortez,US,37.3489,-108.5859,47.03,32,0,8.05,clear sky
418,Ust-Tsilma,RU,65.441,52.1498,11.62,93,100,6.49,overcast clouds
419,Reconquista,AR,-29.15,-59.65,90.18,23,0,6.87,clear sky
420,Tapes,BR,-30.6733,-51.3958,75.16,66,27,16.46,scattered clouds
421,Opuwo,NA,-18.0607,13.84,64.4,51,38,8.66,scattered clouds
422,Atar,MR,20.5169,-13.0499,79.79,11,100,8.72,overcast clouds
423,Derzhavinsk,KZ,51.1,66.3167,12.94,94,85,14.97,overcast clouds
424,Wyndham,US,37.6985,-77.6125,38.05,38,75,3.0,broken clouds
425,Fuyang,CN,32.9,115.8167,34.38,84,100,5.28,overcast clouds
426,Tahta,EG,26.7693,31.5021,50.32,47,1,5.97,clear sky
427,Kargasok,RU,59.0556,80.8572,7.2,95,100,8.88,overcast clouds
428,Moose Factory,CA,51.2585,-80.6094,-2.2,71,75,10.36,broken clouds
429,Tra Vinh,VN,9.9347,106.3453,73.76,86,49,6.71,scattered clouds
